repo,url,how,evidence_url
RagnarB83/ash,https://github.com/RagnarB83/ash,import openff.toolkit (Python),https://github.com/RagnarB83/ash/blob/ce7a2b90b5506e60397d101392db8ca6e7e3048e/ash/interfaces/interface_OpenMM.py
RokasEl/DiastereomericResolutions,https://github.com/RokasEl/DiastereomericResolutions,import openff.toolkit (Python),https://github.com/RokasEl/DiastereomericResolutions/blob/5823f9b2716184081e48f5ed168d828bd17a5d40/DiastereomericResolutions/Molecular_dynamics/md_core.py
SAKETH11111/MoML-CA,https://github.com/SAKETH11111/MoML-CA,import openff.toolkit (Python),https://github.com/SAKETH11111/MoML-CA/blob/a5b786715c50abc73631fcb4d7975eca2d94b36c/moml/simulation/molecular_dynamics/force_field/plugins/nf_polyamide_v1/build.py
SHervoe-Hansen/SI-Cavity-Formation,https://github.com/SHervoe-Hansen/SI-Cavity-Formation,import openff.toolkit (Jupyter notebook),https://github.com/SHervoe-Hansen/SI-Cavity-Formation/blob/bfa77df647b6aaea7312ea0d3b8eaa0e7b2c97bd/Forcefield_generation.ipynb
SII-ZhangHui/MetalloDock,https://github.com/SII-ZhangHui/MetalloDock,import openff.toolkit (Python),https://github.com/SII-ZhangHui/MetalloDock/blob/059364518555996a802ba0864405423d1bf73da4/utils/minimize_utils.py
SabariKumar/Spring2026_MLForChemicalSystems,https://github.com/SabariKumar/Spring2026_MLForChemicalSystems,import openff.toolkit (Jupyter notebook),https://github.com/SabariKumar/Spring2026_MLForChemicalSystems/blob/4292d32a0df0fad89d94b0abf8a78ff5bfefdaae/MD/01_gaff2_ethanol_md.ipynb
SimonBoothroyd/absolv,https://github.com/SimonBoothroyd/absolv,import openff.toolkit (Python),https://github.com/SimonBoothroyd/absolv/blob/32d98e89b2dda2684b00749dd16c23162d614ae9/absolv/runner.py
SimonBoothroyd/befit,https://github.com/SimonBoothroyd/befit,import openff.toolkit (Python),https://github.com/SimonBoothroyd/befit/blob/1c4e5d1a5d6af6fe2386d9202606c6960a914689/befit/tests/test_ff.py
SimonBoothroyd/descent-ff,https://github.com/SimonBoothroyd/descent-ff,import openff.toolkit (Python),https://github.com/SimonBoothroyd/descent-ff/blob/c3e612087f6dd254236923a6148c6f875a5e295d/energy-force/003-cluster-and-filter.py
SimonBoothroyd/gnn-charge-models,https://github.com/SimonBoothroyd/gnn-charge-models,import openff.toolkit (Python),https://github.com/SimonBoothroyd/gnn-charge-models/blob/5342a175fac878629dcd93e617410b64447b4398/test-charge-models/select-test-set.py
SimonBoothroyd/molesp,https://github.com/SimonBoothroyd/molesp,import openff.toolkit (Python),https://github.com/SimonBoothroyd/molesp/blob/45c703b6bf4b357db7137540c908ddd99b0b5ba6/molesp/cli/_cli.py
SimonBoothroyd/nagl,https://github.com/SimonBoothroyd/nagl,import openff.toolkit (Python),https://github.com/SimonBoothroyd/nagl/blob/6c6cf2e8e65f85d82386be22c3b90b79675d6ae5/nagl/labelling.py
SimonBoothroyd/nonbonded,https://github.com/SimonBoothroyd/nonbonded,import openff.toolkit (Python),https://github.com/SimonBoothroyd/nonbonded/blob/cf0487e62cc70674256b407962048a0645e6b883/nonbonded/library/utilities/checkmol.py
SimonBoothroyd/tico,https://github.com/SimonBoothroyd/tico,import openff.toolkit (Python),https://github.com/SimonBoothroyd/tico/blob/f5a3994502f1c11def99d688ecef1da159809793/tico/td.py
SimonCrouzet/BindingMetrics,https://github.com/SimonCrouzet/BindingMetrics,openff-toolkit in pyproject.toml,https://github.com/SimonCrouzet/BindingMetrics/blob/a5863e43a945e196c1ca0ea8530b6d46d2b7af8f/pyproject.toml
SouravJoy/SOURAV-SHUKLA,https://github.com/SouravJoy/SOURAV-SHUKLA,import openff.toolkit (Jupyter notebook),https://github.com/SouravJoy/SOURAV-SHUKLA/blob/ad46ca9a8adb607b1c0d9fdd788b880c679deea6/Protein%2BMembranes.ipynb
SusannaDiV/shapesynth,https://github.com/SusannaDiV/shapesynth,import openff.toolkit (Python),https://github.com/SusannaDiV/shapesynth/blob/6d7b731554e9153288131900bab20d0c768b64d3/data/Meeko/meeko/espalomatyper.py
THGLab/HiQBind,https://github.com/THGLab/HiQBind,import openff.toolkit (Python),https://github.com/THGLab/HiQBind/blob/2922a2a95cbb0dd4144a3dab572be90b77ef08c2/tests/test_parametrize_ligands.py
Tenzo-0/SBProbMol3,https://github.com/Tenzo-0/SBProbMol3,import openff.toolkit (Python),https://github.com/Tenzo-0/SBProbMol3/blob/58c9a5a637424901a12f815f16c8508eff9b7bc0/model/flowr/util/minimize_energy.py
TristanSJones/armadillo,https://github.com/TristanSJones/armadillo,import openff.toolkit (Jupyter notebook),https://github.com/TristanSJones/armadillo/blob/9170d7b6dd64147bb76cdb7b2118d7fe1699701e/Notebooks/Tau_simulation.ipynb
UCL-CCS/TIES,https://github.com/UCL-CCS/TIES,import openff.toolkit (Python),https://github.com/UCL-CCS/TIES/blob/d9129b41ef5587be667dc17777e61d9c6b79a274/ties/modules/score.py
WangXinyan940/rna-ligand-rest2,https://github.com/WangXinyan940/rna-ligand-rest2,openff-toolkit in environment.yml,https://github.com/WangXinyan940/rna-ligand-rest2/blob/548f3a16479fddf7be5a365617189769f73d679d/environment.yml
XiangruiLi-Ray/enhanced_sampling_examples,https://github.com/XiangruiLi-Ray/enhanced_sampling_examples,import openff.toolkit (Jupyter notebook),https://github.com/XiangruiLi-Ray/enhanced_sampling_examples/blob/332971bf4ece7ccc46bf7f695e0ea767a54f5d97/abf.ipynb
Xinheng-He/DeepGlycanDock,https://github.com/Xinheng-He/DeepGlycanDock,import openff.toolkit (Python),https://github.com/Xinheng-He/DeepGlycanDock/blob/9e7150fa95a9999b8d259d953904ad6964b128b1/force_optimize/minimize_utils.py
XtalPi-XFF/2023_XFF_paper,https://github.com/XtalPi-XFF/2023_XFF_paper,import openff.toolkit (Python),https://github.com/XtalPi-XFF/2023_XFF_paper/blob/07b1e03ebf18a79333dd8bedf44e6c9986615ceb/conformer_validation/scripts/bench_openmm.py
Yoshanuikabundi/openff-binder,https://github.com/Yoshanuikabundi/openff-binder,openff-toolkit in environment.yml,https://github.com/Yoshanuikabundi/openff-binder/blob/1f6775440e33944dfb941a1b36375bbc9a82b20e/environment.yml
Yoshanuikabundi/openff-pdbscan,https://github.com/Yoshanuikabundi/openff-pdbscan,import openff.toolkit (Python),https://github.com/Yoshanuikabundi/openff-pdbscan/blob/0e923cf9c3352e32db358d10ddb9e3a2f4a85a26/openff/pdbscan/pdb/_pdb.py
aai-research-lab/FastMDSimulation,https://github.com/aai-research-lab/FastMDSimulation,import openff.toolkit (Python),https://github.com/aai-research-lab/FastMDSimulation/blob/67286e5c048e90ea0c8fff4fd7cd6752e4a7d09e/src/fastmdsimulation/engines/openmm_engine.py
abdulahadabro/Computer-aided-drug-discovery-Kit,https://github.com/abdulahadabro/Computer-aided-drug-discovery-Kit,import openff.toolkit (Jupyter notebook),https://github.com/abdulahadabro/Computer-aided-drug-discovery-Kit/blob/0e1a9b75b47307f4d28da7fbe994081c314484b1/19_molecular_dynamics.ipynb
aiscihub/valleyfeverresearch,https://github.com/aiscihub/valleyfeverresearch,import openff.toolkit (Python),https://github.com/aiscihub/valleyfeverresearch/blob/8b3deb43e5c1506f8a2e666210500b4229d902b7/pipeline/md/run_openmm_md.py
ajfriedman22/PTP1B,https://github.com/ajfriedman22/PTP1B,import openff.toolkit (Python),https://github.com/ajfriedman22/PTP1B/blob/2f0a8860ede2051b0661a6d860e9f5062e1ccde9/ligand_parameter/OpenFF_BBR_pdb.py
ajfriedman22/SM_ConfGen,https://github.com/ajfriedman22/SM_ConfGen,import openff.toolkit (Python),https://github.com/ajfriedman22/SM_ConfGen/blob/b9563e2f7e91e1292097ec117762a1e3a9d3d168/SM_ConfGen/sm_confgen.py
ale94mleon/BindFlow,https://github.com/ale94mleon/BindFlow,openff-toolkit in environment.yml,https://github.com/ale94mleon/BindFlow/blob/7b42c0b35c08f81af71bea65a9430bbe983e455f/docs/source/env/relaxed/environment.yml
ale94mleon/Palmiche,https://github.com/ale94mleon/Palmiche,openff-toolkit in environment.yml,https://github.com/ale94mleon/Palmiche/blob/26017cefac18eef1f8ef83a77a37b358b0435cd0/.conda_create_env/environment.yml
ale94mleon/TOFF,https://github.com/ale94mleon/TOFF,import openff.toolkit (Python),https://github.com/ale94mleon/TOFF/blob/a395da2cc84ffd89054851c225151e0b27caa6a3/src/toff/utils.py
alex-hh/in-silico-pgdh,https://github.com/alex-hh/in-silico-pgdh,import openff.toolkit (Python),https://github.com/alex-hh/in-silico-pgdh/blob/2743c8e7110fc2e8460d8cab1bfb05ae6eb852c9/resources/biomodals/MD_protein_ligand/simulate.py
amcisaac/geom_dash,https://github.com/amcisaac/geom_dash,import openff.toolkit (Python),https://github.com/amcisaac/geom_dash/blob/601e04360f68b9fce16e1606462f4694775d90e4/plot_param_hist.py
amritashah/COBB-2035-Modern-Methods-in-Structure-Based-Drug-Discovery,https://github.com/amritashah/COBB-2035-Modern-Methods-in-Structure-Based-Drug-Discovery,import openff.toolkit (Python),https://github.com/amritashah/COBB-2035-Modern-Methods-in-Structure-Based-Drug-Discovery/blob/dbbae2f41b017de2b25d23523c35f7b9566b76cf/project%205/simulate.py
amruthaB-Git/Teach-Open-Cadd_PAK1,https://github.com/amruthaB-Git/Teach-Open-Cadd_PAK1,import openff.toolkit (Jupyter notebook),https://github.com/amruthaB-Git/Teach-Open-Cadd_PAK1/blob/95e37039d08c5eea9623474ef4bf3d03ed8fc24b/teachopencadd/talktorials/T019_md_simulation/talktorial.ipynb
amulyagarimella/fast-sequencing-AI-imputation,https://github.com/amulyagarimella/fast-sequencing-AI-imputation,openff-toolkit in requirements.txt,https://github.com/amulyagarimella/fast-sequencing-AI-imputation/blob/c933ea66cd0317b17fd637a80b1d7d0c95fcbaf6/reqs/requirements.txt
anandojha/qmmmrebind,https://github.com/anandojha/qmmmrebind,import openff.toolkit (Python),https://github.com/anandojha/qmmmrebind/blob/c4d41b430a7b5ce6e3be5800e2253397ca42b931/qmmmrebind/parameterize.py
andrewtarzia/topology_scrambler,https://github.com/andrewtarzia/topology_scrambler,import openff.toolkit (Python),https://github.com/andrewtarzia/topology_scrambler/blob/81a0e03b54c97ee346c7d193f8dfbeb836c4258b/src/model_enumeration/mgen_cs6.py
architvasan/DrugScreeningPipeline,https://github.com/architvasan/DrugScreeningPipeline,import openff.toolkit (Python),https://github.com/architvasan/DrugScreeningPipeline/blob/cc5770eeab4f07f224fe79be5063652f889d6139/Simulations/simulate.py
architvasan/OpenMM_Tests_Sunspot,https://github.com/architvasan/OpenMM_Tests_Sunspot,import openff.toolkit (Python),https://github.com/architvasan/OpenMM_Tests_Sunspot/blob/dbaf4be801acd3b68e20980efb1508e887d6cf98/ProteinLigEquil/simulation_funcs.py
architvasan/PeptideDesign_OMM,https://github.com/architvasan/PeptideDesign_OMM,import openff.toolkit (Python),https://github.com/architvasan/PeptideDesign_OMM/blob/ea4e8e87ea90e9a0dcd0c23257ca777b674a58d2/src/simulate/simulation_funcs.py
architvasan/ProteinLigandMPI,https://github.com/architvasan/ProteinLigandMPI,import openff.toolkit (Python),https://github.com/architvasan/ProteinLigandMPI/blob/023172724ad73a0c0fe5c3d5948173df795ac272/src/simulate/simulation_funcs.py
architvasan/smallmolec_campaign,https://github.com/architvasan/smallmolec_campaign,openff-toolkit in requirements.txt,https://github.com/architvasan/smallmolec_campaign/blob/97bd4a79fdede9331412bb3cde4d2cc03002c76e/smallmolec_campaign/training/wandb/run-20250422_151610-4sir3njo/files/requirements.txt
asapdiscovery/asapdiscovery,https://github.com/asapdiscovery/asapdiscovery,import openff.toolkit (Python),https://github.com/asapdiscovery/asapdiscovery/blob/86fe8174a2b295f0ea8ee5c8ed8aad9ec65cc7c7/asapdiscovery-alchemy/asapdiscovery/alchemy/utils.py
axsk/ISOKANN.jl,https://github.com/axsk/ISOKANN.jl,import openff.toolkit (Python),https://github.com/axsk/ISOKANN.jl/blob/3c6d4190eab954b03677763e6a9ca427ce772b25/scripts/center_of_mass.py
azizsimx/Python-hub-crypto,https://github.com/azizsimx/Python-hub-crypto,import openff.toolkit (Jupyter notebook),https://github.com/azizsimx/Python-hub-crypto/blob/027598c01be746409669d97098ca1459a5dacfc3/Protein_ligand.ipynb
barmoral/HW_openMM,https://github.com/barmoral/HW_openMM,import openff.toolkit (Python),https://github.com/barmoral/HW_openMM/blob/3df7c16a50aa1db23e6f189b6f143b0c8c511804/HW_MD.py
barmoral/OpenMM_SPW,https://github.com/barmoral/OpenMM_SPW,import openff.toolkit (Python),https://github.com/barmoral/OpenMM_SPW/blob/8584076b9b395a10576000dc6d42295d5c6679ba/SPW_MD.py
barmoral/blanca-evaluator-cluster,https://github.com/barmoral/blanca-evaluator-cluster,import openff.toolkit (Python),https://github.com/barmoral/blanca-evaluator-cluster/blob/51377f66d6805393eb6d70be3f5275451f929051/evaluator-water/hmix_density/OPC/hmix_dens_calc.py
barmoral/evaluator-ThermoML,https://github.com/barmoral/evaluator-ThermoML,import openff.toolkit (Jupyter notebook),https://github.com/barmoral/evaluator-ThermoML/blob/a8ef64b8ff0f9404eeb936e0f04e8b107f7a1c8d/NIST_data2/nist_data_info_4.ipynb
barmoral/evaluator-blanca,https://github.com/barmoral/evaluator-blanca,import openff.toolkit (Python),https://github.com/barmoral/evaluator-blanca/blob/eb7452e7166378a1d7be3f541dd83d5c5504f36d/evaluator_example/evaluator_code/eval_examples_pycode.py
bayer-science-for-a-better-life/abfe-benchmark,https://github.com/bayer-science-for-a-better-life/abfe-benchmark,import openff.toolkit (Jupyter notebook),https://github.com/bayer-science-for-a-better-life/abfe-benchmark/blob/978e5e26b6ef32b21093150e78f0b5998d29789a/burn_in_parameter_generation.ipynb
bharath-raghavan/alchemist-nn,https://github.com/bharath-raghavan/alchemist-nn,from openff.toolkit import ... (Python),https://github.com/bharath-raghavan/alchemist-nn/blob/8b8509041df67a417b36193148342665ba982732/alchemist/data/lig.py
bigginlab/ABFE_workflow,https://github.com/bigginlab/ABFE_workflow,from openff.toolkit import ... (Python),https://github.com/bigginlab/ABFE_workflow/blob/24ca478e33e0d4f0db1c0fee50c93c2346393811/src/abfe/scripts/preparation/parametrize.py
biochemi/J_books,https://github.com/biochemi/J_books,import openff.toolkit (Jupyter notebook),https://github.com/biochemi/J_books/blob/9750158250d28e4a51050d6c4f3f7ea3cb6030ea/Copy_of_Protein_ligand.ipynb
bismuthadams1/ActiveLearningSandbox,https://github.com/bismuthadams1/ActiveLearningSandbox,from openff.toolkit import ... (Python),https://github.com/bismuthadams1/ActiveLearningSandbox/blob/082da6a3c9ee76cf823d680d2d412d2757bd1ff3/activelearner/run_calculations/prepare_xtb_reorg_dataset.py
bismuthadams1/ChargeAPI,https://github.com/bismuthadams1/ChargeAPI,import openff.toolkit (Python),https://github.com/bismuthadams1/ChargeAPI/blob/12a61e2a71ac7cff4c3864d2e649cad1c871030b/ChargeAPI/charge_models/mbis_wb_gas_esp_15A.py
bismuthadams1/ChargeCraft,https://github.com/bismuthadams1/ChargeCraft,import openff.toolkit (Python),https://github.com/bismuthadams1/ChargeCraft/blob/381a4cb9e00fe6b25742db1708807b862d5210dc/chargecraft/optimize/esp_generator_wrapper.py
bismuthadams1/advanced_esp_vis,https://github.com/bismuthadams1/advanced_esp_vis,import openff.toolkit (Python),https://github.com/bismuthadams1/advanced_esp_vis/blob/4920bb2583458af6797ab1b30d8342b3fc04c6a7/construction_of_grid.py
bismuthadams1/charge_paper,https://github.com/bismuthadams1/charge_paper,import openff.toolkit (Python),https://github.com/bismuthadams1/charge_paper/blob/b3c0b6d7d25e1613e7d6d27d46a0c96d60ee46da/benchmark_wf_analysis/make_esp_db/produce_db.py
blaso00/OpenFFGen,https://github.com/blaso00/OpenFFGen,import openff.toolkit (Python),https://github.com/blaso00/OpenFFGen/blob/6921d11b5e1d14bd10fe37968c43334eff676dc4/utilities/openff_usage.py
bytedance/byteff,https://github.com/bytedance/byteff,import openff.toolkit (Python),https://github.com/bytedance/byteff/blob/90ef54a7c38e58f162adc23f3e8f457aaf922d46/byteff/mol/rkutil/match_and_map.py
cadenroberts/HelixNet,https://github.com/cadenroberts/HelixNet,import openff.toolkit (Python),https://github.com/cadenroberts/HelixNet/blob/5b7f26c4c4a4d7b91364ea656d1e42a681c8b194/benchmark.py
cap-jmk-real/openmm-mixtures,https://github.com/cap-jmk-real/openmm-mixtures,import openff.toolkit (Jupyter notebook),https://github.com/cap-jmk-real/openmm-mixtures/blob/4e0dd722863e98db468e8c0468a73dbe674264d9/notebooks/simulate_a_coll_in_a_single_mol_repacked_sim.ipynb
carltonbiotec/Autodock_Results_sorter,https://github.com/carltonbiotec/Autodock_Results_sorter,import openff.toolkit (Jupyter notebook),https://github.com/carltonbiotec/Autodock_Results_sorter/blob/3c3432b9989dd6e7f9cbef67f7320bf9f6f365dc/Protein%2BMembranes.ipynb
ccdc-opensource/csd-md,https://github.com/ccdc-opensource/csd-md,import openff.toolkit (Python),https://github.com/ccdc-opensource/csd-md/blob/16dc6031be88dc177693ebdc6ff78a617619e982/molecular_dynamics.py
chdominguez/easymd-horus,https://github.com/chdominguez/easymd-horus,openff-toolkit in environment.yml,https://github.com/chdominguez/easymd-horus/blob/e213cc33041e61eee8df02e16a5daa756207ab90/environment.yml
chinge55/openmm_blog,https://github.com/chinge55/openmm_blog,import openff.toolkit (Python),https://github.com/chinge55/openmm_blog/blob/57f6bf08d6b94a2e02bb1969b3acccaac7585de4/simulation/main.py
chiyanglin-AStar/science_coding,https://github.com/chiyanglin-AStar/science_coding,import openff.toolkit (Jupyter notebook),https://github.com/chiyanglin-AStar/science_coding/blob/34268db6d3de863bf9fb035316a6ac1c65f43986/md_simulation_talktorial.ipynb
choderalab/charge-datasets,https://github.com/choderalab/charge-datasets,import openff.toolkit (Python),https://github.com/choderalab/charge-datasets/blob/ffb6028ad54428b0a25ad3fc5c05089f102b676d/scripts/assign_charges_fragment.py
choderalab/create-rna-nucleoside-dataset,https://github.com/choderalab/create-rna-nucleoside-dataset,import openff.toolkit (Python),https://github.com/choderalab/create-rna-nucleoside-dataset/blob/f8a0e6584aa91dc233a975887adbc0a4b41e1f28/md/script/openmm_implicit.py
choderalab/drugforge,https://github.com/choderalab/drugforge,import openff.toolkit (Python),https://github.com/choderalab/drugforge/blob/0a02f4da745e78e8239f994dcd6132815a69f7d5/drugforge-docking/drugforge/docking/schema/pose_generation.py
choderalab/espaloma,https://github.com/choderalab/espaloma,import openff.toolkit (Python),https://github.com/choderalab/espaloma/blob/413eb55074037540e1414eb365da7304bd5d72be/espaloma/graphs/legacy_force_field.py
choderalab/espaloma-charge,https://github.com/choderalab/espaloma-charge,import openff.toolkit (Python),https://github.com/choderalab/espaloma-charge/blob/21a0182f9619c5f5e3130a66a67c338b87fd6c87/scripts/spice/_inspect.py
choderalab/espalomax,https://github.com/choderalab/espalomax,import openff.toolkit (Python),https://github.com/choderalab/espalomax/blob/ec173f58055011fc546455d7662cc917f80e0f98/espalomax/tests/test_graph.py
choderalab/espfit-experiment,https://github.com/choderalab/espfit-experiment,import openff.toolkit (Python),https://github.com/choderalab/espfit-experiment/blob/b29a2fbc5f2ff14c75b787e9f17193d874297051/experiments/spice2-default/data/hdf5/hdf2graph.py
choderalab/fah-xchem,https://github.com/choderalab/fah-xchem,import openff.toolkit (Python),https://github.com/choderalab/fah-xchem/blob/48106cd3a3c44793f2f98288a4fcfbcf77aef64c/fah_xchem/prepare/dynamics.py
choderalab/fragment-fold,https://github.com/choderalab/fragment-fold,openff-toolkit in environment.yml,https://github.com/choderalab/fragment-fold/blob/fd68b7a3c78c63c41864857eafbf30955dccd02f/science/2024.03.01_siyang_testing/environments/prolif/environment.yml
choderalab/geometry-benchmark-espaloma,https://github.com/choderalab/geometry-benchmark-espaloma,import openff.toolkit (Python),https://github.com/choderalab/geometry-benchmark-espaloma/blob/e764f3f50a5ab8edf57a2fabc8ff677f8b0e60a1/qc-opt-geo/compare-models-manuscript/03-a-compute-metrics.py
choderalab/pale,https://github.com/choderalab/pale,import openff.toolkit (Python),https://github.com/choderalab/pale/blob/f353f99600220dc513d7d7ee5c51cfcb606b7142/playground/boltz-example-yamls/boltz_yaml.py
choderalab/perses,https://github.com/choderalab/perses,import openff.toolkit (Python),https://github.com/choderalab/perses/blob/c716ba936fff992d596a342daebe4248597d287d/perses/rjmc/atom_mapping.py
choderalab/pl-benchmark-espaloma-experiment,https://github.com/choderalab/pl-benchmark-espaloma-experiment,import openff.toolkit (Python),https://github.com/choderalab/pl-benchmark-espaloma-experiment/blob/07c2948bdaf549125ddaed96a234d93e6e2180f0/experiment/script/run_benchmarks.py
choderalab/refit-espaloma,https://github.com/choderalab/refit-espaloma,import openff.toolkit (Python),https://github.com/choderalab/refit-espaloma/blob/04320ac617dbf85e3e24e3768a2fb0d44c434336/openff-default/01-create-dataset/script/getgraph_hdf5.py
choderalab/rna-espaloma,https://github.com/choderalab/rna-espaloma,import openff.toolkit (Python),https://github.com/choderalab/rna-espaloma/blob/38a25002850624e595747c7bdc727b0dfc171be4/experiment/nucleoside/script/openmm_eq_amber.py
choderalab/vanilla-espaloma-experiment,https://github.com/choderalab/vanilla-espaloma-experiment,import openff.toolkit (Python),https://github.com/choderalab/vanilla-espaloma-experiment/blob/5e6c3565e0b810c0c652b49913b3ae7819fd3514/experiment/script/create_system.py
cjacquemard/AutoAtomNN,https://github.com/cjacquemard/AutoAtomNN,import openff.toolkit (Python),https://github.com/cjacquemard/AutoAtomNN/blob/42ad378ba90aafa35dfd26e8a8f4c0b5574d3b7b/bin/plan.py
cmelab/forcefields,https://github.com/cmelab/forcefields,import openff.toolkit (Python),https://github.com/cmelab/forcefields/blob/41dec5f2fc1b48a835c212bbaee709bb21a2ccdd/functions/bond_walk.py
cmelab/pl-validation,https://github.com/cmelab/pl-validation,import openff.toolkit (Python),https://github.com/cmelab/pl-validation/blob/b837e0ae6f235d03822b79d773d146a902fb3958/functions/bond_walk.py
colbyford/Influenza_A_2.3.4.4b_Analyses,https://github.com/colbyford/Influenza_A_2.3.4.4b_Analyses,import openff.toolkit (Jupyter notebook),https://github.com/colbyford/Influenza_A_2.3.4.4b_Analyses/blob/3296d0060476bc580156c0f97e99b47ce2070781/scripts/af3/run_openmm.ipynb
cole-group/FEgrow,https://github.com/cole-group/FEgrow,import openff.toolkit (Python),https://github.com/cole-group/FEgrow/blob/55fd15b2a65df0d64cc30d9eb4684ec5224ddd47/fegrow/receptor.py
cole-group/QUBE-SOMD-paper,https://github.com/cole-group/QUBE-SOMD-paper,import openff.toolkit (Python),https://github.com/cole-group/QUBE-SOMD-paper/blob/156af54a47975c1702fbe192d38507b65e2b7a96/HFE/scripts/convert.py
cole-group/coding-retreat2022,https://github.com/cole-group/coding-retreat2022,import openff.toolkit (Jupyter notebook),https://github.com/cole-group/coding-retreat2022/blob/b0ce875bccec2a94ef6b8afd1a9b1054e544753e/examples/mace_qcengine.ipynb
conda-forge/de-forcefields-feedstock,https://github.com/conda-forge/de-forcefields-feedstock,import openff.toolkit (Python),https://github.com/conda-forge/de-forcefields-feedstock/blob/a43ee38698f40bfcb06eda48bcdd83e41170ff7b/recipe/test_load.py
conda-forge/openff-fragmenter-feedstock,https://github.com/conda-forge/openff-fragmenter-feedstock,import openff.toolkit (Python),https://github.com/conda-forge/openff-fragmenter-feedstock/blob/697fa17751a506650f7e4a94c9153d388421dc23/recipe/test_fragmenter.py
conda-forge/openff-nagl-feedstock,https://github.com/conda-forge/openff-nagl-feedstock,import openff.toolkit (Python),https://github.com/conda-forge/openff-nagl-feedstock/blob/7d8943334d2c10fe04f22f73490f4515c1323718/recipe/test_nagl.py
conda-forge/openff-toolkit-feedstock,https://github.com/conda-forge/openff-toolkit-feedstock,import openff.toolkit (Python),https://github.com/conda-forge/openff-toolkit-feedstock/blob/5efca6a387f1ebcc926e0009287055469259f0ea/recipe/test_openff_toolkit.py
connorblake1/CHEM313,https://github.com/connorblake1/CHEM313,openff-toolkit in environment.yml,https://github.com/connorblake1/CHEM313/blob/f85bbb2fefb047380c9ec644e02ac24124c397b6/final_project/sc_committor_rates/environment.yml
connordavel/3d_equivalence_testing_final,https://github.com/connordavel/3d_equivalence_testing_final,import openff.toolkit (Jupyter notebook),https://github.com/connordavel/3d_equivalence_testing_final/blob/ec24f724b4ca675a514f39c9d5fbcd481b4a3797/3d_equivalence_testing_final/3d_equivalence_testing_final.ipynb
connordavel/openff_polymer_testing,https://github.com/connordavel/openff_polymer_testing,import openff.toolkit (Python),https://github.com/connordavel/openff_polymer_testing/blob/703c41c24599d2372da3397ea3fbe8358a5ee4af/initial_tests.py
coreytaylorcompchem/the_kitbag,https://github.com/coreytaylorcompchem/the_kitbag,openff-toolkit in environment.yml,https://github.com/coreytaylorcompchem/the_kitbag/blob/176dfebd0a8592b5707935d0ae4a7f851b6bf1d3/pipelines/docking/environment.yml
czodrowskilab/5minfame,https://github.com/czodrowskilab/5minfame,import openff.toolkit (Jupyter notebook),https://github.com/czodrowskilab/5minfame/blob/a69c3ad150cd79a53cdca0aeb07cf492f6543b59/2022_02_18-Goetz-OpenMM_PyMol.ipynb
czwiessler/sq-llm-docstring-gen-kt,https://github.com/czwiessler/sq-llm-docstring-gen-kt,import openff.toolkit (Python),https://github.com/czwiessler/sq-llm-docstring-gen-kt/blob/139b0ef71bb1fde01075a45f4d5c8f7a026f205f/downloaded_files/Acellera/molecule.py
darvincode/Thesis_Files,https://github.com/darvincode/Thesis_Files,import openff.toolkit (Python),https://github.com/darvincode/Thesis_Files/blob/856d95a47d6bf7967dc320575c61e3a0e9bdcde0/Simulation_Generation/Molecule1/100inboxM1T1hold_python_gpu.py
degrado-lab/Ribbon-Containers,https://github.com/degrado-lab/Ribbon-Containers,openff-toolkit in environment.yml,https://github.com/degrado-lab/Ribbon-Containers/blob/9df1ae2db76cc4919939e8bd875abd85ef9d898d/containers/easyMD/3.2.0/environment.yml
degrado-lab/easyMD,https://github.com/degrado-lab/easyMD,import openff.toolkit (Python),https://github.com/degrado-lab/easyMD/blob/18befb20739304330f2b37c68dddc6d909d9551e/easyMD/prep/ligand.py
dhakxls/ovm-pk,https://github.com/dhakxls/ovm-pk,import openff.toolkit (Python),https://github.com/dhakxls/ovm-pk/blob/680d2fd345dbb9fe78016a9f7c143d59bec1c2d2/src/ovmpk/main_pipeline.py
dnauminator/comp-chem,https://github.com/dnauminator/comp-chem,import openff.toolkit (Jupyter notebook),https://github.com/dnauminator/comp-chem/blob/9db60da3da5fa447000b5d15c44988c64ac02458/week1/rdkit_MD_test.ipynb
dominicp6/mlmd,https://github.com/dominicp6/mlmd,import openff.toolkit (Python),https://github.com/dominicp6/mlmd/blob/c349fab1c32c693da94cbf80e46990ef10b9421b/OpenMMSimulation.py
donatiluca/MoKiTo,https://github.com/donatiluca/MoKiTo,import openff.toolkit (Python),https://github.com/donatiluca/MoKiTo/blob/ec5755e4339ec70b092b952b46d1524d6e53be51/examples/33dichlororisobutene/gen_prmtop.py
drorlab/GLOW_IVES,https://github.com/drorlab/GLOW_IVES,from openff.toolkit import ... (Python),https://github.com/drorlab/GLOW_IVES/blob/70d71bedfe00711f4ebf99c4b9ce77cb80cfa18b/glow_ives/minimizer/minimize_complex.py
dsuvlu/enantiomers,https://github.com/dsuvlu/enantiomers,import openff.toolkit (Python),https://github.com/dsuvlu/enantiomers/blob/7a40b48b7739aabbb5f2251d4d3c16b406bbc639/data/2-butanol/r_openmm_run.py
elvispolimi/forcefield-condensation,https://github.com/elvispolimi/forcefield-condensation,openff-toolkit in environment.yml,https://github.com/elvispolimi/forcefield-condensation/blob/0af46b995b2ab215aebcc1c953fd4976960260e6/environment.yml
