repo,url,how,evidence_url
eneskelestemur/MDSimulation,https://github.com/eneskelestemur/MDSimulation,import openff.toolkit (Python),https://github.com/eneskelestemur/MDSimulation/blob/1eaa29b4af3618485edc316c728b494eed8a49a8/mdsim/analysis/mmgbsa.py
essex-lab/grand-lig,https://github.com/essex-lab/grand-lig,import openff.toolkit (Python),https://github.com/essex-lab/grand-lig/blob/c0fe046b39f716ddb075e23d1e76ace22ed18ec7/examples/Basic_Simulation/basic_NCMC_sim_mu_openff.py
evidencebp/pylint-intervention,https://github.com/evidencebp/pylint-intervention,import openff.toolkit (Python),https://github.com/evidencebp/pylint-intervention/blob/227617ddb59670c0a59a5656a942bfb4be10fcd6/data/in_the_wild/versions/perses/9beb9b0602893c501381967422ec1f048ba67b8a/after/perses_slash_app_slash_fah_generator.py
fbrotzakis/Molecular_Dynamics_openmm,https://github.com/fbrotzakis/Molecular_Dynamics_openmm,import openff.toolkit (Jupyter notebook),https://github.com/fbrotzakis/Molecular_Dynamics_openmm/blob/e200a776ac3f547465c0f2420162dc68dda00d18/.ipynb_checkpoints/Protein_ligand-checkpoint.ipynb
fengshikun/SliDe,https://github.com/fengshikun/SliDe,import openff.toolkit (Python),https://github.com/fengshikun/SliDe/blob/8364c45673fe3230099a960a760652103102152b/get_force_param.py
ferreira68/STICkit,https://github.com/ferreira68/STICkit,import openff.toolkit (Python),https://github.com/ferreira68/STICkit/blob/2d471e79af9364545cb951e5775dd38f9e9c9ffa/stickit/openmm_min.py
fjclark/contorsion,https://github.com/fjclark/contorsion,openff-toolkit in pyproject.toml,https://github.com/fjclark/contorsion/blob/f2dde4672ca96cc7234ba2c6c73ff7b8bb28f2a2/pyproject.toml
fjclark/des-lj-fitting,https://github.com/fjclark/des-lj-fitting,import openff.toolkit (Python),https://github.com/fjclark/des-lj-fitting/blob/4f0e98d33c74216e75b5c9eb774b154b04af894a/workflow/utils/plot.py
fjclark/descent-workflow,https://github.com/fjclark/descent-workflow,import openff.toolkit (Python),https://github.com/fjclark/descent-workflow/blob/fac8ea810e10573669aa35fc8966dbb4e3ca051f/descent_workflow/parameterise.py
fjclark/mace-omol-interaction-energies,https://github.com/fjclark/mace-omol-interaction-energies,import openff.toolkit (Python),https://github.com/fjclark/mace-omol-interaction-energies/blob/15ae12935330104b6870c822e39f842e2431ccc9/hydration_free_energies/dg_hyd_streamlined.py
fjclark/openff-smarts-matching-example,https://github.com/fjclark/openff-smarts-matching-example,import openff.toolkit (Jupyter notebook),https://github.com/fjclark/openff-smarts-matching-example/blob/3d1473fdabbd4ba9b095a7b8d8b87b21eef5846c/example.ipynb
fjclark/presto-benchmarking,https://github.com/fjclark/presto-benchmarking,import openff.toolkit (Python),https://github.com/fjclark/presto-benchmarking/blob/bbefc71163d1f61b9c409f352402176ef8c1cf6b/workflow/utils.py
forlilab/Meeko,https://github.com/forlilab/Meeko,import openff.toolkit (Python),https://github.com/forlilab/Meeko/blob/2cd6a7ac1a640c1af7619c3507bae79f0055bcd9/tools/precalculate_charges.py
forlilab/cosolvkit,https://github.com/forlilab/cosolvkit,from openff.toolkit import ... (Python),https://github.com/forlilab/cosolvkit/blob/9ac8630a5d4ca500d6e4e079a72c8a51ddbb79fb/cosolvkit/cosolvent_system.py
forlilab/molscrub,https://github.com/forlilab/molscrub,import openff.toolkit (Python),https://github.com/forlilab/molscrub/blob/eaad27c9a99cd8f6d18cea2acc7e286047a12495/molscrub/openff_toolkit.py
fourmodern/toc_tutorial_colab,https://github.com/fourmodern/toc_tutorial_colab,import openff.toolkit (Jupyter notebook),https://github.com/fourmodern/toc_tutorial_colab/blob/2753b28bfeb1d3e3a1b54cd57cd343cf78fc4bc8/teachopencadd/t019_talktorial.ipynb
francescopatane96/Computer_aided_drug_discovery_kit,https://github.com/francescopatane96/Computer_aided_drug_discovery_kit,import openff.toolkit (Jupyter notebook),https://github.com/francescopatane96/Computer_aided_drug_discovery_kit/blob/8c2698f3e108b8b134b7c25a56187346c103ec73/19_molecular_dynamics.ipynb
fzlsfrv/7qrz_simulation,https://github.com/fzlsfrv/7qrz_simulation,import openff.toolkit (Jupyter notebook),https://github.com/fzlsfrv/7qrz_simulation/blob/6311b2eb716e66772e8cc189bac7f7412beebf63/production.ipynb
fzlsfrv/Mor_simulation_,https://github.com/fzlsfrv/Mor_simulation_,import openff.toolkit (Jupyter notebook),https://github.com/fzlsfrv/Mor_simulation_/blob/d0f380d88d0119885025444ec4abf1df158ededa/Equilibration/NVT_protocol_final_1.ipynb
gosldorf/Prod_Interchange,https://github.com/gosldorf/Prod_Interchange,import openff.toolkit (Python),https://github.com/gosldorf/Prod_Interchange/blob/bf24beb206e095de5b7395048672046b3dd20f9f/Examples/Antechamber/P-L/Antechamber_Simulation.py
graeter-group/grappa,https://github.com/graeter-group/grappa,import openff.toolkit (Python),https://github.com/graeter-group/grappa/blob/5b10f4d8f92ea51b96705e1a98f454f8bdf6b3df/src/grappa/utils/openff_utils.py
greener-group/garnet,https://github.com/greener-group/garnet,import openff.toolkit (Python),https://github.com/greener-group/garnet/blob/8d33336b3bbd86372155147cbaa57be52bcccb5d/validation/benchmarks/src/geometry.py
greenrace666/biocolabs,https://github.com/greenrace666/biocolabs,import openff.toolkit (Jupyter notebook),https://github.com/greenrace666/biocolabs/blob/008722137ca8282a6643ab1095a1a5d6e02cc566/Protein_ligand.ipynb
hgbrian/biomodals,https://github.com/hgbrian/biomodals,import openff.toolkit (Python),https://github.com/hgbrian/biomodals/blob/fd39c768b7d46072d1055b3dc7e7f09e497c8c18/MD_protein_ligand/simulate.py
hodakamori/ml-tutorial,https://github.com/hodakamori/ml-tutorial,import openff.toolkit (Jupyter notebook),https://github.com/hodakamori/ml-tutorial/blob/9504c934d3114d5aa470da2bdbcf0234883f9566/041_openmm/md.ipynb
honeyvig/byteff,https://github.com/honeyvig/byteff,import openff.toolkit (Python),https://github.com/honeyvig/byteff/blob/90ef54a7c38e58f162adc23f3e8f457aaf922d46/byteff/mol/rkutil/match_and_map.py
hyf3513OneGO/polychain-generator,https://github.com/hyf3513OneGO/polychain-generator,openff-toolkit in environment.yml,https://github.com/hyf3513OneGO/polychain-generator/blob/3a266d5785c28bd450ab65f1b4469d86eabfc584/minimal_environment.yml
icomse/7th_workshop_MD,https://github.com/icomse/7th_workshop_MD,import openff.toolkit (Jupyter notebook),https://github.com/icomse/7th_workshop_MD/blob/e6cc528bbbc12dca49956eb28875bc5bb2efb210/day_three/session2/openff.ipynb
infretis/inftools,https://github.com/infretis/inftools,import openff.toolkit (Python),https://github.com/infretis/inftools/blob/015c60d35da7612b624d071889f801db72fd1e5c/inftools/exercises/puckering.py
ingcoder/unomd,https://github.com/ingcoder/unomd,import openff.toolkit (Python),https://github.com/ingcoder/unomd/blob/2ff340edcdea4231b5430d7974e4ad23094e7c36/src/unomd/utils/fileparser.py
inna-tsymb/structural_bioinformatics,https://github.com/inna-tsymb/structural_bioinformatics,import openff.toolkit (Jupyter notebook),https://github.com/inna-tsymb/structural_bioinformatics/blob/bcbf7ce37b4ee037c53a70613f0011a51d03bc59/HIV_MD.ipynb
isayevlab/Auto3D_pkg,https://github.com/isayevlab/Auto3D_pkg,import openff.toolkit (Jupyter notebook),https://github.com/isayevlab/Auto3D_pkg/blob/aaf096c4738c14a8bc3d1a553a7dee309fe8d30b/example/md_preparation.ipynb
itWangCode/AI-Drug-Discovery-Design,https://github.com/itWangCode/AI-Drug-Discovery-Design,import openff.toolkit (Jupyter notebook),https://github.com/itWangCode/AI-Drug-Discovery-Design/blob/d04c5055d1d52ba56b99605903b91a79b3c2dd5d/list/06_extension_lab/03_md/03_molecular-dynamics_simulation.ipynb
iwatobipen/openmm_runner,https://github.com/iwatobipen/openmm_runner,import openff.toolkit (Python),https://github.com/iwatobipen/openmm_runner/blob/a6beae42a03fdaa8e33b8372bd2ebde9d3f3e87f/openmm_runner/mdutils.py
j-degroot/ACMDD,https://github.com/j-degroot/ACMDD,import openff.toolkit (Jupyter notebook),https://github.com/j-degroot/ACMDD/blob/9cad62f269cd78cbdb8d52dec3672ff08a499a00/teachopencadd/talktorials/T019_md_simulation/talktorial.ipynb
jacob-votava/07_24_25_spider_webb_demo,https://github.com/jacob-votava/07_24_25_spider_webb_demo,import openff.toolkit (Jupyter notebook),https://github.com/jacob-votava/07_24_25_spider_webb_demo/blob/79c1075a016341b14b159b7aed7bb6ac83248770/autoparam.ipynb
jaeohshin/md_analysis,https://github.com/jaeohshin/md_analysis,from openff.toolkit import ... (Python),https://github.com/jaeohshin/md_analysis/blob/d10f512fcbf4a2103675d9af3f557e1e1a7fb620/md.py
jaketanderson/PCP1_MD,https://github.com/jaketanderson/PCP1_MD,import openff.toolkit (Python),https://github.com/jaketanderson/PCP1_MD/blob/28fee36f7963e8a79772c7fb480adf06da832be5/holo_1402-1482/simulate.py
jaketanderson/PL-ABFE-BRD4,https://github.com/jaketanderson/PL-ABFE-BRD4,import openff.toolkit (Python),https://github.com/jaketanderson/PL-ABFE-BRD4/blob/a04f3641f9eb118460a76763a470c43e9f9286e1/main.py
jaketanderson/taproom-md,https://github.com/jaketanderson/taproom-md,import openff.toolkit (Python),https://github.com/jaketanderson/taproom-md/blob/b2b155adaca679049d5c7175c1c9b0fcc678c069/main.py
janash/qcbrowse,https://github.com/janash/qcbrowse,import openff.toolkit (Python),https://github.com/janash/qcbrowse/blob/3afe611f93ece9e095ccf06a0cb873d2d48ffc40/qcbrowse/util.py
janash/qcbrowser-prototype,https://github.com/janash/qcbrowser-prototype,import openff.toolkit (Python),https://github.com/janash/qcbrowser-prototype/blob/fec69c8e46c2cd80da32051d2ef322be8a03e0b9/util.py
jeff231li/HG-GBSA-Optimization,https://github.com/jeff231li/HG-GBSA-Optimization,import openff.toolkit (Python),https://github.com/jeff231li/HG-GBSA-Optimization/blob/96920d52439551e6cb818c92e0881073a50e576a/tutorial/02-benchmark/original/run_binding_benchmark.py
jeff231li/random-scripts,https://github.com/jeff231li/random-scripts,import openff.toolkit (Jupyter notebook),https://github.com/jeff231li/random-scripts/blob/0c6911129bd74714afceebf76bf1bd3b2decb2df/python/glyco-fragmenter/01-charging_cyclodextrin_derivatives.ipynb
jharrymoore/mace-openmm,https://github.com/jharrymoore/mace-openmm,import openff.toolkit (Python),https://github.com/jharrymoore/mace-openmm/blob/2b9ed6290a30b91d4b19338f4907b6570a4cd582/mace_openmm/mixed_system.py
joecampdb/codename_comodo,https://github.com/joecampdb/codename_comodo,openff-toolkit in requirements.txt,https://github.com/joecampdb/codename_comodo/blob/d209c1b12f673aca95ce443e23659122cc4e0490/services/dynamics/requirements.txt
joelaforet/polyzymd,https://github.com/joelaforet/polyzymd,import openff.toolkit (Python),https://github.com/joelaforet/polyzymd/blob/36fc1e5b7156d7d435609c1470e648340fe86d3d/docs/source/conf.py
joelaforet/polyzymd_builder,https://github.com/joelaforet/polyzymd_builder,import openff.toolkit (Jupyter notebook),https://github.com/joelaforet/polyzymd_builder/blob/a2ec89d852bcbafaf9381e3f6651542d1765ebd0/making_MD_inputs.ipynb
jomga/MD_practice,https://github.com/jomga/MD_practice,import openff.toolkit (Jupyter notebook),https://github.com/jomga/MD_practice/blob/165cf22e77f073a004d6b5d47cd8cde205b99c7d/7.%20Cyclic_peptides.ipynb
jthorton/BespokeFit-PLB,https://github.com/jthorton/BespokeFit-PLB,import openff.toolkit (Python),https://github.com/jthorton/BespokeFit-PLB/blob/b48fe3a1709aa7a23e672c577b39975c755886e2/inputs/scripts/check_bespoke_parameters.py
jthorton/SPICE-SMEE,https://github.com/jthorton/SPICE-SMEE,import openff.toolkit (Python),https://github.com/jthorton/SPICE-SMEE/blob/2fe38684e0c9e34c2dead61b01e26f29226e7916/fit-v1/training/003-extract_ff.py
jthorton/dim-smee,https://github.com/jthorton/dim-smee,import openff.toolkit (Python),https://github.com/jthorton/dim-smee/blob/af4d43fa4fb041cdae9574f96497ca7a73e6ad78/prep_des/create_hdf5.py
jthorton/double-exp-vdw,https://github.com/jthorton/double-exp-vdw,import openff.toolkit (Python),https://github.com/jthorton/double-exp-vdw/blob/b18d44cf6cca2e2b2556d7dbcf8ce722c8719a03/inputs-and-results/testing/qm-benchmarks/02-b-minimize.py
jthorton/htf-tinker,https://github.com/jthorton/htf-tinker,import openff.toolkit (Python),https://github.com/jthorton/htf-tinker/blob/951e17d69b83cd30e92d6f3aead14c2d0d77ee39/minimisation_workflow/minimise_workflow.py
jthorton/nagl-mbis,https://github.com/jthorton/nagl-mbis,import openff.toolkit (Python),https://github.com/jthorton/nagl-mbis/blob/9d86ac0629eeb8e24c9e4a94cf3b3031037d0303/naglmbis/plugins/utils.py
jule-c/flowr,https://github.com/jule-c/flowr,openff-toolkit in environment.yml,https://github.com/jule-c/flowr/blob/bbb8bfb4e8d8dd16bff1d56a7f96246920e643ba/environment.yml
jule-c/flowr_root,https://github.com/jule-c/flowr_root,import openff.toolkit (Python),https://github.com/jule-c/flowr_root/blob/066b3c878b4693d156e5445a0f175e49a5cae3de/flowr/util/minimize_energy.py
jupotter37/JupOtter,https://github.com/jupotter37/JupOtter,import openff.toolkit (Jupyter notebook),https://github.com/jupotter37/JupOtter/blob/ffb441eebdb6f12bb04703987f0df02b582bcc6a/dataset/OtterDataset/tutorialNotebooks/quantaosun_Dock-MD-FEP_yank_20231225.ipynb
kangk1204/duetscreen,https://github.com/kangk1204/duetscreen,from openff.toolkit import ... (Python),https://github.com/kangk1204/duetscreen/blob/87a6494992f6a49bea4b3c9e378182c5a25479b5/src/duetscreen/docking/mmgbsa.py
kohbanye/fep-generation,https://github.com/kohbanye/fep-generation,openff-toolkit in environment.yml,https://github.com/kohbanye/fep-generation/blob/1e1746b23ba2ee6402e2a24fe9ad56d13018d71a/environment.yml
kon-218/ligand-x,https://github.com/kon-218/ligand-x,import openff.toolkit (Python),https://github.com/kon-218/ligand-x/blob/2b17e650b9fbe0b2a9f1398748bbc6f251addc2c/services/md/workflow/optimizer.py
kzfm/FMOkit,https://github.com/kzfm/FMOkit,import openff.toolkit (Python),https://github.com/kzfm/FMOkit/blob/b76954e08e00da7932ec83bd3b77c75a9c0c590b/utils/mmcifprep.py
labdao/halo,https://github.com/labdao/halo,from openff.toolkit import ... (Python),https://github.com/labdao/halo/blob/fc24b0554335a6835c96c78b6dc7f9641641b664/src/halo/core/openmm/system_fixed.py
leeping/forcebalance,https://github.com/leeping/forcebalance,import openff.toolkit (Python),https://github.com/leeping/forcebalance/blob/54f7ea8d83cf3772ba98e4780e50f5c9afd1f3e1/src/recharge_io.py
lilyminium/additional-2.3.0rc2-analysis,https://github.com/lilyminium/additional-2.3.0rc2-analysis,import openff.toolkit (Python),https://github.com/lilyminium/additional-2.3.0rc2-analysis/blob/ec2b90da15e9163fd8f634435ba62321d8090ea9/qm/get-all-to-all-dde.py
lilyminium/alkane-vdw-fit,https://github.com/lilyminium/alkane-vdw-fit,import openff.toolkit (Python),https://github.com/lilyminium/alkane-vdw-fit/blob/5e93ae19b59f70b97878ffc4ccf4d56c774c4265/02_refit/simulation/generate-forcefield.py
lilyminium/ash-sage-rc1,https://github.com/lilyminium/ash-sage-rc1,import openff.toolkit (Python),https://github.com/lilyminium/ash-sage-rc1/blob/7ecc0fe668c38138d2eed3e7fb14934dfd66f6dd/04_benchmark/qm/get-all-to-all-dde.py
lilyminium/benchmark-protein-ffs,https://github.com/lilyminium/benchmark-protein-ffs,openff-toolkit in environment.yml,https://github.com/lilyminium/benchmark-protein-ffs/blob/5463c6fcde9c96aa7c3291711001a6fa06f34abf/01_run/conda_environment.yml
lilyminium/compare-cresset-torsions,https://github.com/lilyminium/compare-cresset-torsions,import openff.toolkit (Python),https://github.com/lilyminium/compare-cresset-torsions/blob/eb074cb7aab6c1342220ddae1bb815f82b89b16c/valence-fits/03_generate-initial-ff/create-msm-ff.py
lilyminium/evaluator-equilibration,https://github.com/lilyminium/evaluator-equilibration,import openff.toolkit (Python),https://github.com/lilyminium/evaluator-equilibration/blob/1028505bdda37579a26e3f57cde0df53d78e859b/eveq/box/box.py
lilyminium/evaluator-fits,https://github.com/lilyminium/evaluator-fits,import openff.toolkit (Python),https://github.com/lilyminium/evaluator-fits/blob/5cb26ce53e1d8286d9cca47dab303a9904236e8b/benchmarks/benchmark-slurm.py
lilyminium/experimental-condensed-fit,https://github.com/lilyminium/experimental-condensed-fit,import openff.toolkit (Python),https://github.com/lilyminium/experimental-condensed-fit/blob/cdf34f3dcc671d15d0f70c625388e4e7e04bccda/fit/setup-forcefield.py
lilyminium/fit-virtual-sites,https://github.com/lilyminium/fit-virtual-sites,import openff.toolkit (Python),https://github.com/lilyminium/fit-virtual-sites/blob/3b34e823812a90b6b683e94bf08ecc39f2e2dd69/01_curate-data/02_charges/generate-charges.py
lilyminium/fragment-chembl-data,https://github.com/lilyminium/fragment-chembl-data,import openff.toolkit (Python),https://github.com/lilyminium/fragment-chembl-data/blob/1a85d6b296350867a134529aa76930965a710a68/04_select/select-mols-valence.py
lilyminium/interchange-simulations,https://github.com/lilyminium/interchange-simulations,import openff.toolkit (Python),https://github.com/lilyminium/interchange-simulations/blob/3465e0fd422b6917dc9a21dfd58970d4fba2311e/runs/experiments/differently-sorted/boxes-sorted-by-mw-total/generate-box-specifications.py
lilyminium/investigate-smee-physprop,https://github.com/lilyminium/investigate-smee-physprop,import openff.toolkit (Python),https://github.com/lilyminium/investigate-smee-physprop/blob/d65dd5f9e3778d8ecdcf79b9b01cd31bcf7cd10d/02_refit/fit-local.py
lilyminium/investigating-ff-fitting-versions,https://github.com/lilyminium/investigating-ff-fitting-versions,import openff.toolkit (Python),https://github.com/lilyminium/investigating-ff-fitting-versions/blob/2a5811664739b667f28d85ff42fea3beb64861d5/03_check-combinations/write-structures.py
lilyminium/nagl-am1bcc-model-fits,https://github.com/lilyminium/nagl-am1bcc-model-fits,import openff.toolkit (Python),https://github.com/lilyminium/nagl-am1bcc-model-fits/blob/42b743565cac72f56d6b3ce03cdbec04dd328d53/01_curate-data/01_raw/generate-ptms.py
lilyminium/nagl-mbis-refit,https://github.com/lilyminium/nagl-mbis-refit,import openff.toolkit (Jupyter notebook),https://github.com/lilyminium/nagl-mbis-refit/blob/03479ea9f66d2838a21abc0bc3d90366bf1efbd2/fit/sage-2-0-0_tip3p/read-progress-ff.ipynb
lilyminium/openff-gnn-am1bcc-0.1.0,https://github.com/lilyminium/openff-gnn-am1bcc-0.1.0,import openff.toolkit (Python),https://github.com/lilyminium/openff-gnn-am1bcc-0.1.0/blob/ce9cbbfab4c6fe3665b03d649f5c73279ae8b275/01_curate-data/03_labelled/generate_conformers_and_label_pyarrow.py
lilyminium/openff-stats,https://github.com/lilyminium/openff-stats,import openff.toolkit (Python),https://github.com/lilyminium/openff-stats/blob/4f0544e7dc6a2f55e8c2ef285212da47c2d6091d/src/openff_stats/github.py
lilyminium/openff-strike-team,https://github.com/lilyminium/openff-strike-team,import openff.toolkit (Python),https://github.com/lilyminium/openff-strike-team/blob/a6ccd2821ed627064529f5c4a22b47c1fa36efe2/torsions/datasets/mm/minimize-torsion-constrained.py
lilyminium/polymetrizer,https://github.com/lilyminium/polymetrizer,from openff.toolkit import ... (Python),https://github.com/lilyminium/polymetrizer/blob/912681717a332f340c8723fe6a37c080204db3b2/polymetrizer/graph.py
lilyminium/profile-qc-data,https://github.com/lilyminium/profile-qc-data,import openff.toolkit (Python),https://github.com/lilyminium/profile-qc-data/blob/d9c82e06de5ea436fc3eca291c132b8cf1115987/offqcdata/profile.py
lilyminium/protein-alpha-workbook,https://github.com/lilyminium/protein-alpha-workbook,import openff.toolkit (Python),https://github.com/lilyminium/protein-alpha-workbook/blob/3761733cda6b3ab56a235bcc33a902be14f3d4db/benchmarks/split-hardware-ff/torsions.py
lilyminium/protein-ff-fits,https://github.com/lilyminium/protein-ff-fits,import openff.toolkit (Python),https://github.com/lilyminium/protein-ff-fits/blob/e0f38830f446ff600b6ee66485f7b0707ce88c98/approach-03/03-fits/4-create-forcebalance-inputs.py
lilyminium/qca-datasets-report,https://github.com/lilyminium/qca-datasets-report,import openff.toolkit (Python),https://github.com/lilyminium/qca-datasets-report/blob/b16d0a3467a7698f4696b563985546a38f4c4809/scripts/label-torsiondrive-smiles.py
lilyminium/refit-t17-t18-torsions,https://github.com/lilyminium/refit-t17-t18-torsions,import openff.toolkit (Python),https://github.com/lilyminium/refit-t17-t18-torsions/blob/567689e0d9043727aca8a5a9facabc60731a80e6/01_generate-singlepoints/simulate-torsion-restrained-single.py
lilyminium/sage-2.0.0-tip3p-refit,https://github.com/lilyminium/sage-2.0.0-tip3p-refit,import openff.toolkit (Python),https://github.com/lilyminium/sage-2.0.0-tip3p-refit/blob/fc4d6e79783aa2c371a96a796ced5af6bb4903c6/fit/server-existing.py
lilyminium/sage-2.1.0-opc3,https://github.com/lilyminium/sage-2.1.0-opc3,import openff.toolkit (Python),https://github.com/lilyminium/sage-2.1.0-opc3/blob/9e7125bfadd2dc1c523bdf7d7d77c96cb8655989/fit/setup-forcefield.py
lilyminium/sage-2.2.0-looser-msm,https://github.com/lilyminium/sage-2.2.0-looser-msm,import openff.toolkit (Python),https://github.com/lilyminium/sage-2.2.0-looser-msm/blob/0ccdfdce43333f2e9969e8367c87f73a7202bad7/03_generate-initial-ff/create-msm-ff-v1.py
lilyminium/sage-2.2.2-looser-msm,https://github.com/lilyminium/sage-2.2.2-looser-msm,import openff.toolkit (Python),https://github.com/lilyminium/sage-2.2.2-looser-msm/blob/f3c0a9d75497da7a874fa4a502b931fba239d22b/01_generate-forcefield/generate-forcefield_nor4.py
lilyminium/sage-2.3.0,https://github.com/lilyminium/sage-2.3.0,import openff.toolkit (Python),https://github.com/lilyminium/sage-2.3.0/blob/fb8c490bb1e36742bc540e977c012eef990b078f/01_setup/prep-ff-for-fit.py
lilyminium/sage-2.3.0-nagl,https://github.com/lilyminium/sage-2.3.0-nagl,import openff.toolkit (Python),https://github.com/lilyminium/sage-2.3.0-nagl/blob/1e3ba2bcdeaf4e26173db8c1dc2dc390b0e0391d/03_fit-valence/02_curate-data/select-torsiondrives.py
lilyminium/sage-nagl,https://github.com/lilyminium/sage-nagl,import openff.toolkit (Python),https://github.com/lilyminium/sage-nagl/blob/a17133392383ccfad0a0f6d61492ddeddeabbd0b/02_fit-vdw/equilibration/k8s/server-existing.py
lilyminium/scrapbook-projects,https://github.com/lilyminium/scrapbook-projects,import openff.toolkit (Python),https://github.com/lilyminium/scrapbook-projects/blob/e4a8ab13684655af0f9cd02af28b41e8c06a1780/vdw-parameters/02_fit-to-smee/01_parameterize/parameterize.py
lilyminium/snippets,https://github.com/lilyminium/snippets,import openff.toolkit (Python),https://github.com/lilyminium/snippets/blob/b4a9075634183e19e6d92f2ef47d8284b86f3a29/compare-esps-to-qm/compare-esps.py
lilyminium/thermoml-equilibration,https://github.com/lilyminium/thermoml-equilibration,import openff.toolkit (Python),https://github.com/lilyminium/thermoml-equilibration/blob/8025501b64720a5dce8872a41126c9f9b53feb86/02_equilibrate-broad/sage-2-0-0_2/server-existing.py
lilyminium/valence-fitting,https://github.com/lilyminium/valence-fitting,import openff.toolkit (Python),https://github.com/lilyminium/valence-fitting/blob/95faaa0917e356bafa6d970d9a5e62770c66da0e/01_generate-forcefield/generate-forcefield.py
lilyminium/virtual-site-initial-fit,https://github.com/lilyminium/virtual-site-initial-fit,import openff.toolkit (Python),https://github.com/lilyminium/virtual-site-initial-fit/blob/21c787557a2c97921db4ad4f511fdcb3c41ec6cb/02_train-vsites/01_setup-starting-points/fit-to-single/fit-double-bond-charge-to-esp-and-ef-v2.py
lilyminium/water-properties-evaluator,https://github.com/lilyminium/water-properties-evaluator,import openff.toolkit (Python),https://github.com/lilyminium/water-properties-evaluator/blob/9531c6dddfad89c287cfd5112b8c1f6bed8752f2/02_benchmark/benchmark-group.py
ljmartin/ljmartin.github.io,https://github.com/ljmartin/ljmartin.github.io,import openff.toolkit (Jupyter notebook),https://github.com/ljmartin/ljmartin.github.io/blob/22bb7a4a8b8b383c152ef5d0e5b91c85972cf345/notebooks/Untitled.ipynb
louetadelie1/Medin,https://github.com/louetadelie1/Medin,import openff.toolkit (Jupyter notebook),https://github.com/louetadelie1/Medin/blob/2c77679ee8e7927a0575a35abf4c2bed3252a105/generating_input_files/openff_make_ff.ipynb
lrmcdonnell/StructBio,https://github.com/lrmcdonnell/StructBio,import openff.toolkit (Python),https://github.com/lrmcdonnell/StructBio/blob/3ae53f0c51bc25b7f8bce89fae654b0bd8ca1a54/Assignments/Assignment%205/simulate.py
lukasbaldauf/quantis,https://github.com/lukasbaldauf/quantis,import openff.toolkit (Python),https://github.com/lukasbaldauf/quantis/blob/2c8fcaf50efa998127ee1462e718a2660baeeb43/ase/openmm_nacl_dissociation/openmm_input/create_system.py
lwhitm1/Shift_switch_free_energy,https://github.com/lwhitm1/Shift_switch_free_energy,openff-toolkit in setup.py,https://github.com/lwhitm1/Shift_switch_free_energy/blob/0bac86ef34a442e8a4460f813d8ca52c0b677da2/anthracene/0.9_1.1/0.9_1.1_force-switch/setup.py
maabuu/posebusters_em,https://github.com/maabuu/posebusters_em,import openff.toolkit (Python),https://github.com/maabuu/posebusters_em/blob/b6253cd724cf1640ee7a8a1f8f9e035a3d28279d/energy_minimization.py
maciek-wisniewski/MolecularDynamicsPipeline,https://github.com/maciek-wisniewski/MolecularDynamicsPipeline,import openff.toolkit (Python),https://github.com/maciek-wisniewski/MolecularDynamicsPipeline/blob/077d8111af58868f91138c8b40667628d33ede13/src/molecular_dynamics_pipeline/simulation/simulation.py
madilynpaul/Espaloma-Validation,https://github.com/madilynpaul/Espaloma-Validation,import openff.toolkit (Python),https://github.com/madilynpaul/Espaloma-Validation/blob/afca5fde5f6156849031c0e93fb0396a5140bbc9/Espaloma_Scripts/functions/.ipynb_checkpoints/bond_walk-checkpoint.py
magattaca/making-it-rain-jp,https://github.com/magattaca/making-it-rain-jp,import openff.toolkit (Jupyter notebook),https://github.com/magattaca/making-it-rain-jp/blob/80fc9acbbeb13384510e46eea99b8978a9d1c501/Protein_ligand_JP.ipynb
maklecule/FLEXMD,https://github.com/maklecule/FLEXMD,import openff.toolkit (Python),https://github.com/maklecule/FLEXMD/blob/5ec66d03e1016c86904b894bb78b702d6c5b3ff4/plugins/smirnoff.py
maraxen/priox,https://github.com/maraxen/priox,import openff.toolkit (Python),https://github.com/maraxen/priox/blob/d69089c237470d0d0ea3cf54f4fc546728aaea65/src/priox/io/parsing/molecule.py
maraxen/prolix,https://github.com/maraxen/prolix,import openff.toolkit (Python),https://github.com/maraxen/prolix/blob/ac2ed625c66f8a2b48eec19fe4a4dc585acad1d3/benchmarks/verify_gaff_end_to_end.py
maraxen/proxide,https://github.com/maraxen/proxide,openff-toolkit in pyproject.toml,https://github.com/maraxen/proxide/blob/36659f5997036ccc0c471ed49ec41d83a679a396/pyproject.toml
martimunicoy/peleffy,https://github.com/martimunicoy/peleffy,import openff.toolkit (Python),https://github.com/martimunicoy/peleffy/blob/aa18f78b5a9440afb7f5adc54dcbfc925e23d62e/peleffy/tests/test_molecule.py
martinez-zacharya/TRILL,https://github.com/martinez-zacharya/TRILL,import openff.toolkit (Python),https://github.com/martinez-zacharya/TRILL/blob/30f235d357b8feeb99cb5fcb2382eda54b7d9b23/trill/utils/openmmforcefields_template_generators.py
materialsproject/atomate2,https://github.com/materialsproject/atomate2,import openff.toolkit (Python),https://github.com/materialsproject/atomate2/blob/8a45cffc9f07ce1bcb66e541e400b3e17bdbb4f8/src/atomate2/openff/core.py
